prepro,encoding
the coemporary feminist lis such a comfortable life that she has the time to complain about such trivial nonsense like manspreading and movie characters being a little too masculine and if she waed to she would make a video about the movie degrade it to the poi that people would stop watching it not caring about the hard work the creators put for it and a female host of her channel would laugh about it and so would their audience but i m the one who is sexist if i complain about it because according to feminist theory i m privileged and the power structure gis advaages to men what advaages they can t say and because of this power structure sexism towards men doesn t exist according to feminism i am so privileged that i t en ha the right to talk about gender issues all of my opinions are automatically invalid because i m a man i am a man i am evil i am disposable i am privileged the thing is i actually do care about gender equality i would gladly poi out real sexism when i see it being e against women something which the new wa feminists bafflingly neglect to do when it s being perpetuated by anyone but feminists t return the favour their narrati is that i am the cause of all the world s problems and i ha to be the one to change to make sacrifices and gi more and more to them because of this imaginary bogeyman called the patriarchy which they claim gis me all the systemic advaages in society the concept of a patriarchy is esseial to their ideology and this core makes the ideology pai me as the oppressor and the villain and i m sick of it i m not a catcaller i m not a wife beater and i m not a rapist but i m held accouable for the actions of the few men who do these things and that s bullshit and it s exactly the type of bullshit being perpetuated by seral social media sites and youtube channels the idea that men are the problem that we should be ashamed of what we are and that masculinity is toxic and needs to be stamped out feminist may claim that they t hate men but actions speak louder than words if you call yourself a feminist but if you agree that all of the things that i talked about are wrong then you need to stop calling yourself a feminist you t need to call yourself a feminist to be an advocate for equality feminism doesn t hold a monopoly on that as much as they like to think they do and if you truly value equality you will drop the feminist label and stop trying to defend it because it is destructi divisi couer iuiti and predicated on lies and misinformation feminism is bullshit and it is unworthy of respect,1
dear patriots the ry fact that such people hate india is a sign that we are doing something right,0
i m shocked after watching ur reviews how can u say that there is no problem in kabir s character it was extremely problematic let me clear that l m not a feminist,2
hi guys need ur support i make youtube videos i need ur help pls watch share and subscribe youtu be ihw y soli,0
upadhyay i know engineering ppl are like u ppl t get bored by studying i wanna punch on their face,0
i am lesbian n m proud on my self becoz my family los me so much,0
four more shots please eri the wedding ka review karo,0
bro then what about chichorre,0
a kutthi cannot think anything other than a kuttha,0
i really admire your thought process it amazes me,0
good job i salut you,0
actually they are fake feminists,0
can be framed proper right to express right to speech,0
lol gaav walo jaisi shakal walo se puchoge what can you expect they can t see beyond their black penises,1
faltu movie totally illogical promoting ragging culture as well,0
all those feminists who are criticising the film did not understand at all the meaning of the film nowhere did the director tried to justify kabir singh or tried to portray him as a great human being it s the story of a flawed character his downfall to the path of self destruction and final redemption actually for me it s quite an inspiring story we all ha inner flaws and demons within us and are constaly fighting with them kabir singh became a victim of his inner demons which led to his downfall but its inspiring to see his final redemption after corolling all his inner demons so i request all feminists to ha some basic knowledge about films before trying to criticize they should watch the oscar winning film of robert de niro raging bull before judging kabir singh as usual a faastic video by you pratik ji and by your sound reasoning u ha gin a tight slap on the face of all these feminists,2
these liberals and leftist are worse than transgenders because till transgenders ha some their morals but leftist and liberals t ha they ha to li with transgenders and should learn some lessons from them,1
its time to establish men s commission of india,0
